5,0.236226075683576,0.929,2.50152427755608e-11
6,0.277451183161613,1.1148,2.86140167874257e-10
7,0.319338595961114,1.3006,1.64695114031568e-09
8,0.361915262860678,1.4864,6.49059867448136e-09
9,0.405209947437402,1.6722,2.01155838445027e-08
10,0.44925339756604,1.858,5.28062244767232e-08
11,0.494078535490586,2.0438,1.22764867535725e-07
12,0.539720671594321,2.2296,2.60139932483553e-07
13,0.586217745571919,2.4154,5.12443772943448e-07
14,0.63361059941136,2.6012,8.9707952767659e-07
15,0.681943287456524,2.787,1.85350680965325e-06
16,0.731263429885061,2.9728,3.13899563993848e-06
17,0.781622617254912,3.1586,4.83765615825855e-06
18,0.833076875417726,3.3444,6.80158956371136e-06
19,0.88568720216241,3.5302,1.04022660164564e-05
20,0.939520189562283,3.716,1.58031090323634e-05
21,0.99464874932237,3.9018,2.37283993444238e-05
22,1.0511529626867,4.0876,3.51152612931388e-05
23,1.10912108197936,4.2734,5.50526163505077e-05
24,1.16865071804605,4.4592,7.86970491716639e-05
25,1.22985025733297,4.645,0.000110780541734635
26,1.2928405649307,4.8308,0.000163788383537931
27,1.35775704682718,5.0166,0.000237426794028186
28,1.42475216760098,5.2024,0.000337937248533893
29,1.49399855140428,5.3882,0.000472954095022353
30,1.56569283815322,5.574,0.000651716836085292
31,1.64006052915299,5.7598,0.000930452073881848
32,1.71736214588127,5.9456,0.00124478453452841
33,1.79790115644176,6.1314,0.00172185688586748
34,1.88203431903029,6.3172,0.00244966359351293
35,1.97018538826868,6.503,0.00328647105665081
36,2.06286359255687,6.6888,0.00452822272463584
37,2.16068903144962,6.8746,0.00614554609449158
38,2.26442836758173,7.0604,0.00822419975869609
39,2.37504629140191,7.2462,0.011236303921741
40,2.49378201044135,7.432,0.0151127409666642
41,2.62226715134174,7.6178,0.0206431011673885
42,2.76271586454287,7.8036,0.0277033767841706
43,2.91824943252248,7.9894,0.0385502716341724
44,3.09349405132264,8.1752,0.0510927321861765
45,3.29580138549937,8.361,0.0694622254056599
46,3.53813052156796,8.5468,0.093755994980331
47,3.84741271425552,8.7326,0.12707842271181
48,4.29643081737352,8.9184,0.167971145581951
49,5.13465843214402,9.1042,0.223283958434596
50,6.06813074340336,9.29,0.286892743530573
51,6.53098753403925,9.4758,0.358469780926236
52,8.60366448649467,9.6616,0.425495842227756
